id,nom_medicament,nom_generique,classe_therapeutique,famille_pharmacologique,posologie_adulte,posologie_enfant,dose_maximale,frequence_administration,grossesse,allaitement
5392,ROSUVASTATINE BIOGARAN,CRESTOR 5 mg cp pellic,Cardiologie - Angéiologie > Prévention cardiovasculaire > Hypolipémiants > Inhibiteurs de la HMG Co-A réductase (statines) > Rosuvastatine > Métabolisme - Diabète - Nutrition,Hypolipémiant de la famille des statines,Adulte : la dose initiale est de 5 ou 10 mg par jour. Elle peut être augmentée si nécessaire par le médecin. La dose maximale est de 40 mg par jour. Adulte : 20 mg par jour.,Enfant et adolescent de 6 à 17 ans : la posologie est fixée par le médecin ; elle ne doit pas dépasser 10 mg par jour chez l'enfant de 6 à 9 ans et 20 mg par jour chez l'enfant de 10 à 17 ans.,dose maximale est de 40 mg par jour,,"Ce médicament est contre-indiqué chez la femme enceinte et il doit être interrompu en cas de désir de grossesse. Si une grossesse survient sous traitement, arrêtez la prise de ce médicament et consultez votre médecin.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
5393,ROPIVACAINE FRESENIUS KABI,,,,,,,,,
5394,ROPIVACAINE KABI,"NAROPEINE 7,5 mg/ml sol inj en ampoule",Anesthésie - Réanimation > Anesthésie locorégionale : rachianesthésie > Ropivacaïne,ROPIVACAÏNE,,,,,,
5395,ROPIVACAINE NORIDEM,"NAROPEINE 7,5 mg/ml sol inj en ampoule",Anesthésie - Réanimation > Anesthésie locorégionale : rachianesthésie > Ropivacaïne,ROPIVACAÏNE,,,,,,
5396,ROPIVACAINE VIATRIS,"NAROPEINE 7,5 mg/ml sol inj en ampoule",Anesthésie - Réanimation > Anesthésie locorégionale : infiltration > Ropivacaïne,ROPIVACAÏNE,,,,,,
5397,ROSUVASTATINE ACCORD,CRESTOR 20 mg cp pellic,Cardiologie - Angéiologie > Prévention cardiovasculaire > Hypolipémiants > Inhibiteurs de la HMG Co-A réductase (statines) > Rosuvastatine > Métabolisme - Diabète - Nutrition,Hypolipémiant de la famille des statines,Adulte : la dose initiale est de 5 ou 10 mg par jour. Elle peut être augmentée si nécessaire par le médecin. La dose maximale est de 40 mg par jour. Adulte : 20 mg par jour.,Enfant et adolescent de 6 à 17 ans : la posologie est fixée par le médecin ; elle ne doit pas dépasser 10 mg par jour chez l'enfant de 6 à 9 ans et 20 mg par jour chez l'enfant de 10 à 17 ans.,dose maximale est de 40 mg par jour,,"Ce médicament est contre-indiqué chez la femme enceinte et il doit être interrompu en cas de désir de grossesse. Si une grossesse survient sous traitement, arrêtez la prise de ce médicament et consultez votre médecin.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
5398,ROPINIROLE VIATRIS,"REQUIP 0,50 mg cp pellic",Neurologie > Antiparkinsoniens > Dopaminergiques > Agonistes dopaminergiques > Ropinirole > Syndrome des jambes sans repos,Antiparkinsonien,"Adulte de plus de 18 ans : la posologie est strictement individuelle. Le médecin recherche la dose efficace la plus faible possible. Son augmentation est progressive, afin de limiter l'apparition des effets indésirables.",,,,"L'effet de ce médicament pendant la grossesse est mal connu. Par mesure de prudence, son usage est déconseillé chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel et il peut inhiber la lactation. Il est déconseillé pendant l'allaitement.
5399,ROPINIROLE VIATRIS PHARMA,REQUIP LP 8 mg cp LP,Neurologie > Antiparkinsoniens > Dopaminergiques > Agonistes dopaminergiques > Ropinirole,Antiparkinsonien,"Adulte de plus de 18 ans : la posologie est strictement individuelle. Le médecin recherche la dose efficace la plus faible possible. Son augmentation est progressive, afin de limiter l'apparition des effets indésirables.",,,,"L'effet de ce médicament pendant la grossesse est mal connu. Par mesure de prudence, son usage est déconseillé chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel et il peut inhiber la lactation. Il est déconseillé pendant l'allaitement.
5400,ROPINIROLE ZENTIVA,REQUIP LP 8 mg cp LP,Neurologie > Antiparkinsoniens > Dopaminergiques > Agonistes dopaminergiques > Ropinirole,Antiparkinsonien,"Adulte de plus de 18 ans : la posologie est strictement individuelle. Le médecin recherche la dose efficace la plus faible possible. Son augmentation est progressive, afin de limiter l'apparition des effets indésirables.",,,,"L'effet de ce médicament pendant la grossesse est mal connu. Par mesure de prudence, son usage est déconseillé chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel et il peut inhiber la lactation. Il est déconseillé pendant l'allaitement.
5401,ROPIVACAINE ALTAN,"NAROPEINE 7,5 mg/ml sol inj en ampoule",Anesthésie - Réanimation > Anesthésie locorégionale : péridurale > Ropivacaïne,ROPIVACAÏNE,,,,,,
5402,ROPIVACAINE B BRAUN,"NAROPEINE 7,5 mg/ml sol inj en ampoule",Anesthésie - Réanimation > Anesthésie locorégionale : infiltration > Ropivacaïne > Anesthésie locorégionale : péridurale,ROPIVACAÏNE,,,,,,
5403,ROPINIROLE BIOGARAN,REQUIP LP 8 mg cp LP,Neurologie > Antiparkinsoniens > Dopaminergiques > Agonistes dopaminergiques > Ropinirole,Antiparkinsonien,"Adulte de plus de 18 ans : la posologie est strictement individuelle. Le médecin recherche la dose efficace la plus faible possible. Son augmentation est progressive, afin de limiter l'apparition des effets indésirables.",,,,"L'effet de ce médicament pendant la grossesse est mal connu. Par mesure de prudence, son usage est déconseillé chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel et il peut inhiber la lactation. Il est déconseillé pendant l'allaitement.
5404,ROPINIROLE EG,"REQUIP 0,50 mg cp pellic",Neurologie > Antiparkinsoniens > Dopaminergiques > Agonistes dopaminergiques > Ropinirole > Syndrome des jambes sans repos,Antiparkinsonien,"Adulte de plus de 18 ans : la posologie est strictement individuelle. Le médecin recherche la dose efficace la plus faible possible. Son augmentation est progressive, afin de limiter l'apparition des effets indésirables.",,,,"L'effet de ce médicament pendant la grossesse est mal connu. Par mesure de prudence, son usage est déconseillé chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel et il peut inhiber la lactation. Il est déconseillé pendant l'allaitement.
5405,ROPINIROLE KRKA,REQUIP LP 8 mg cp LP,Neurologie > Antiparkinsoniens > Dopaminergiques > Agonistes dopaminergiques > Ropinirole,Antiparkinsonien,"Adulte de plus de 18 ans : la posologie est strictement individuelle. Le médecin recherche la dose efficace la plus faible possible. Son augmentation est progressive, afin de limiter l'apparition des effets indésirables.",,,,"L'effet de ce médicament pendant la grossesse est mal connu. Par mesure de prudence, son usage est déconseillé chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel et il peut inhiber la lactation. Il est déconseillé pendant l'allaitement.
5406,ROPINIROLE SANDOZ,REQUIP LP 8 mg cp LP,Neurologie > Antiparkinsoniens > Dopaminergiques > Agonistes dopaminergiques > Ropinirole,Antiparkinsonien,"Adulte de plus de 18 ans : la posologie est strictement individuelle. Le médecin recherche la dose efficace la plus faible possible. Son augmentation est progressive, afin de limiter l'apparition des effets indésirables.",,,,"L'effet de ce médicament pendant la grossesse est mal connu. Par mesure de prudence, son usage est déconseillé chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel et il peut inhiber la lactation. Il est déconseillé pendant l'allaitement.
5407,ROPINIROLE TEVA,"ADARTREL 0,50 mg cp pellic",Neurologie > Antiparkinsoniens > Dopaminergiques > Agonistes dopaminergiques > Ropinirole > Syndrome des jambes sans repos,Antiparkinsonien,"Adulte de plus de 18 ans : la posologie est strictement individuelle. Le médecin recherche la dose efficace la plus faible possible. Son augmentation est progressive, afin de limiter l'apparition des effets indésirables.",,,,"L'effet de ce médicament pendant la grossesse est mal connu. Par mesure de prudence, son usage est déconseillé chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel et il peut inhiber la lactation. Il est déconseillé pendant l'allaitement.
5408,RODULOS,,Classification pharmacothérapeutique VIDAL: Cardiologie - Angéiologie > Sédatifs cardiaques > Homéopathie || Classification ATC: SYSTEME CARDIOVASCULAIRE,Homéopathie,"Adulte : 10 gouttes, toutes les 15 minutes le premier jour, sans dépasser 60 gouttes, puis 20 gouttes, 3 fois par jour pendant 6 jours.",,,3 fois par jour,,
5409,RODOGYL,,Classification pharmacothérapeutique VIDAL: Infectiologie - Parasitologie > Macrolides et apparentés > Macrolides associés > Macrolide + métronidazole || Classification ATC: ANTI-INFECTIEUX GENERAUX A USAGE SYSTEMIQUE > ANTIBACTERIENS A USAGE SYSTEMIQUE > ASSOCIATIONS D'ANTIBACTERIENS > ASSOCIATIONS D'ANTIBACTERIENS > SPIRAMYCINE ET METRONIDAZOLE,Macrolide + métronidazole,"Adulte : 2 comprimés, 2 ou 3 fois par jour.Dans certains cas, la posologie peut être augmentée à 8 comprimés par jour.","Enfant de 10 à 15 ans : 1 comprimé, 3 fois par jour. Enfant de 6 à 10 ans : 1 comprimé, 2 fois par jour.",,3 fois par jour,Ce médicament peut être prescrit si besoin chez la femme enceinte.,Ce médicament passe dans le lait maternel : l'allaitement est déconseillé.
5410,ROCURONIUM VIATRIS,ESMERON 10 mg/ml sol inj,Anesthésie - Réanimation > Anesthésie générale > Curarisants > Non dépolarisants > Rocuronium,ROCURONIUM BROMURE,,,,,,
5411,ROPINIROLE ARROW,REQUIP LP 8 mg cp LP,Neurologie > Antiparkinsoniens > Dopaminergiques > Agonistes dopaminergiques > Ropinirole,Antiparkinsonien,"Adulte de plus de 18 ans : la posologie est strictement individuelle. Le médecin recherche la dose efficace la plus faible possible. Son augmentation est progressive, afin de limiter l'apparition des effets indésirables.",,,,"L'effet de ce médicament pendant la grossesse est mal connu. Par mesure de prudence, son usage est déconseillé chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel et il peut inhiber la lactation. Il est déconseillé pendant l'allaitement.
5412,ROPINIROLE ARROW GENERIQUES,"ADARTREL 0,50 mg cp pellic",Neurologie > Syndrome des jambes sans repos > Agonistes dopaminergiques > Ropinirole > Antiparkinsoniens > Dopaminergiques,Antiparkinsonien,"Adulte de plus de 18 ans : la posologie est strictement individuelle. Le médecin recherche la dose efficace la plus faible possible. Son augmentation est progressive, afin de limiter l'apparition des effets indésirables.",,,,"L'effet de ce médicament pendant la grossesse est mal connu. Par mesure de prudence, son usage est déconseillé chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel et il peut inhiber la lactation. Il est déconseillé pendant l'allaitement.
5413,ROCURONIUM NORIDEM,ESMERON 10 mg/ml sol inj,Anesthésie - Réanimation > Anesthésie générale > Curarisants > Non dépolarisants > Rocuronium,ROCURONIUM BROMURE,,,,,,
5414,ROCURONIUM KALCEKS,ESMERON 10 mg/ml sol inj,Anesthésie - Réanimation > Anesthésie générale > Curarisants > Non dépolarisants > Rocuronium,ROCURONIUM BROMURE,,,,,,
5415,ROCURONIUM KABI,ESMERON 10 mg/ml sol inj,Anesthésie - Réanimation > Anesthésie générale > Curarisants > Non dépolarisants > Rocuronium,ROCURONIUM BROMURE,,,,,,
5416,ROCURONIUM INRESA,,Anesthésie - Réanimation > Anesthésie générale > Curarisants > Non dépolarisants > Rocuronium,ROCURONIUM BROMURE,,,,,,
5417,ROCURONIUM HOSPIRA,ESMERON 10 mg/ml sol inj,Anesthésie - Réanimation > Anesthésie générale > Curarisants > Non dépolarisants > Rocuronium,ROCURONIUM BROMURE,,,,,,
5418,ROCURONIUM HIKMA,ESMERON 10 mg/ml sol inj,Anesthésie - Réanimation > Anesthésie générale > Curarisants > Non dépolarisants > Rocuronium,ROCURONIUM BROMURE,,,,,,
5419,ROCURONIUM B BRAUN,,Anesthésie - Réanimation > Anesthésie générale > Curarisants > Non dépolarisants > Rocuronium,ROCURONIUM BROMURE,,,,,,
5420,ROCGEL,,Classification pharmacothérapeutique VIDAL: Gastro - Entéro - Hépatologie > Troubles fonctionnels digestifs et/ou biliaires > Antiacides et pansements gastro-intestinaux > Antiacides d'action locale || Classification ATC: VOIES DIGESTIVES ET METABOLISME > MEDICAMENTS DES TROUBLES DE L'ACIDITE > ANTIACIDES > ANTIACIDES A BASE D'ALUMINIUM > ALUMINIUM HYDROXYDE,Antiacides d'action locale,"1 sachet au moment des douleurs, sans dépasser 6 sachets par jour.",,,,,
5421,ROCURONIUM AGUETTANT,,Anesthésie - Réanimation > Anesthésie générale > Curarisants > Non dépolarisants > Rocuronium,ROCURONIUM BROMURE,,,,,,
5422,ROCLANDA,,Ophtalmologie > Antiglaucomateux > Voie locale > Associations d'antiglaucomateux > Prostaglandine + inhibiteur de Rho-kinase,LATANOPROST ET NETARSUDIL,"Adulte : 1 goutte par jour, le soir.",,,,"Les prostaglandines possèdent des effets potentiellement dangereux pendant la grossesse. Néanmoins, il n’existe pas de données sur l’existence d’un risque pour l’enfant à naître lorsqu’elles sont utilisées en collyre. Par mesure de prudence, ce collyre ne doit pas être utilisé chez la femme enceinte.","Ce médicament peut passer dans le lait maternel. Par mesure de prudence, son usage est déconseillé pendant l'allaitement."
5423,ROCEPHINE,,Infectiologie - Parasitologie > Bêta-lactamines : céphalosporines > Céphalosporines de 3e génération > Voie injectable > Ceftriaxone,Antibiotique de la famille des,"Adulte et adolescent pesant 50 kg ou plus : 1 à 2 g par jour, en une injection quotidienne. Dans certains cas, la posologie peut être portée à 4 g par jour. La durée du traitement dépend de la nature et de l'évolution de l'infection. Dans le traitement de la blennorragie (gonorrhée) : 1 dose unique de 500 mg.","Adulte et adolescent pesant 50 kg ou plus : 1 à 2 g par jour, en une injection quotidienne. Dans certains cas, la posologie peut être portée à 4 g par jour. La durée du traitement dépend de la nature et de l'évolution de l'infection. Dans le traitement de la blennorragie (gonorrhée) : 1 dose unique de 500 mg. Nourrisson et enfant pesant moins de 50 kg : 50 à 100 mg par kg et par jour, en une injection, sans dépasser 4 g par jour.",,,Aucun effet néfaste pour l'enfant à naître n'a été établi avec ce médicament. Il peut être prescrit pendant la grossesse en cas de nécessité.,Ce médicament passe dans le lait maternel. L'interruption de l'allaitement devra être envisagée si la durée du traitement dépasse une semaine.
5424,ROCALTROL,,"Métabolisme - Diabète - Nutrition > Vitamines > Vitamines D > Vitamines D3 hydroxylées > Vitamine D3 dihydroxylée : 1,25 (OH)2 D3",Vitamine D,Adulte : la posologie varie selon les cas et en fonction du résultat des analyses de sang.,,,,,
5425,ROACCUTANE,,Dermatologie > Antiacnéiques > Voie locale > Trétinoïne seule ou associée et dérivés,Antiacnéique local,1 à 2 applications par jour. Une amélioration est généralement constatée après 4 semaines de traitement. Le résultat devient net après 3 mois ; votre médecin décidera avec vous si le traitement doit être ensuite poursuivi.,,,,"Les rétinoïdes pris par voie orale peuvent provoquer des malformations chez le fœtus ; leur utilisation est strictement contre-indiquée chez la femme enceinte. Lorsque les rétinoïdes sont utilisés en application cutanée, leur passage dans le sang est négligeable, mais il ne peut être exclu. En conséquence, ce médicament ne doit pas être utilisé chez la femme enceinte ou envisageant de l'être.",N'utilisez pas ce médicament pendant l'allaitement sans avis médical.
5426,ROACTEMRA,,"Rhumatologie > Traitement de fond des rhumatismes inflammatoires > Immunosuppresseurs > Inhibiteurs de l'interleukine > Tocilizumab > Infectiologie - Parasitologie > Vaccins, immunothérapie > Immunothérapie > COVID-19",Immunosuppresseur,Adulte : 1 injection toutes les semaines.,Enfant de plus de 1 an : 1 injection toutes les 1 à 3 semaines. Le rythme des injections varie en fonction du poids de l'enfant et du type d'arthrite.,,,"L'effet de ce médicament pendant la grossesse est mal connu : son usage est déconseillé chez la femme enceinte. Les femmes en âge de procréer doivent utiliser une contraception efficace pendant le traitement et jusqu'à 3 mois après son arrêt. Si vous avez un projet de grossesse, parlez-en avec votre médecin. Une modification du traitement peut être nécessaire.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
5427,RIZATRIPTAN VIATRIS,MAXALTLYO 10 mg lyoph oral,Neurologie > Antimigraineux > Traitement de la crise > Agonistes sélectifs des récepteurs 5HT1B/D > Rizatriptan,Antimigraineux,"Adulte de plus de 18 ans et de moins de 65 ans : 1 comprimé lors de l'apparition du mal de tête ; l'effet apparaît après 30 minutes et est maximal après 2 heures. En cas d'insuffisance rénale ou d'insuffisance hépatique, la posologie est plus faible.",,dose maximale est de 2 comprimés par 24 heures,,L'effet de ce médicament pendant la grossesse est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,Ce médicament passe dans le lait maternel. Le risque de toxicité chez le nourrisson n'est pas connu et peut être minimisé en tirant et en jetant le lait dans les 24 heures qui suivent la prise du médicament.
5428,RIZATRIPTAN TEVA,MAXALTLYO 10 mg lyoph oral,Neurologie > Antimigraineux > Traitement de la crise > Agonistes sélectifs des récepteurs 5HT1B/D > Rizatriptan,Antimigraineux,"Adulte de plus de 18 ans et de moins de 65 ans : 1 comprimé lors de l'apparition du mal de tête ; l'effet apparaît après 30 minutes et est maximal après 2 heures. En cas d'insuffisance rénale ou d'insuffisance hépatique, la posologie est plus faible.",,dose maximale est de 2 comprimés par 24 heures,,L'effet de ce médicament pendant la grossesse est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,Ce médicament passe dans le lait maternel. Le risque de toxicité chez le nourrisson n'est pas connu et peut être minimisé en tirant et en jetant le lait dans les 24 heures qui suivent la prise du médicament.
5429,RIZATRIPTAN SANDOZ,MAXALTLYO 10 mg lyoph oral,Neurologie > Antimigraineux > Traitement de la crise > Agonistes sélectifs des récepteurs 5HT1B/D > Rizatriptan,Antimigraineux,"Adulte de plus de 18 ans et de moins de 65 ans : 1 comprimé lors de l'apparition du mal de tête ; l'effet apparaît après 30 minutes et est maximal après 2 heures. En cas d'insuffisance rénale ou d'insuffisance hépatique, la posologie est plus faible.",,dose maximale est de 2 comprimés par 24 heures,,L'effet de ce médicament pendant la grossesse est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,Ce médicament passe dans le lait maternel. Le risque de toxicité chez le nourrisson n'est pas connu et peut être minimisé en tirant et en jetant le lait dans les 24 heures qui suivent la prise du médicament.
5430,RIZMOIC,,Gastro - Entéro - Hépatologie > Constipation > Antagoniste des opioïdes > Naldémédine,NALDEMEDINE,,,,,,
5431,RIZATRIPTAN EG,MAXALT (comprimé) et de MAXALTLYO (comprimé orodispersible ),Neurologie > Antimigraineux > Traitement de la crise > Agonistes sélectifs des récepteurs 5HT1B/D > Rizatriptan,Antimigraineux,Adulte de plus de 18 ans et de moins de 65 ans : 1 comprimé à 10 mg lors de l'apparition du mal de tête ; l'effet apparaît après 30 minutes et est maximal après 2 heures.,,dose maximale est de 2 comprimés par 24 heures,,L'effet de ce médicament pendant la grossesse est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,Ce médicament passe dans le lait maternel. Le risque de toxicité chez le nourrisson n'est pas connu et peut être minimisé en tirant et en jetant le lait dans les 24 heures qui suivent la prise du médicament.
5432,RIZATRIPTAN BIOGARAN,MAXALTLYO 10 mg lyoph oral,Neurologie > Antimigraineux > Traitement de la crise > Agonistes sélectifs des récepteurs 5HT1B/D > Rizatriptan,Antimigraineux,Adulte de plus de 18 ans et de moins de 65 ans : 1 comprimé lors de l'apparition du mal de tête ; l'effet apparaît après 30 minutes et est maximal après 2 heures.,,dose maximale est de 2 comprimés par 24 heures,,L'effet de ce médicament pendant la grossesse est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,Ce médicament passe dans le lait maternel. Le risque de toxicité chez le nourrisson n'est pas connu et peut être minimisé en tirant et en jetant le lait dans les 24 heures qui suivent la prise du médicament.
5433,RIXATHON,,Rhumatologie > Traitement de fond des rhumatismes inflammatoires > Immunosuppresseurs > Anticorps monoclonaux > Rituximab > Cancérologie - Hématologie > Antinéoplasiques > AcM anti-CD20,RITUXIMAB,,,,,,
5434,RIVOTRIL,,Neurologie > Antiépileptiques > Benzodiazépines > Clonazépam,Antiépileptique,"Strictement individuelle, la posologie varie selon l'âge, le poids et la sensibilité du malade. Elle est établie de façon progressive.",,,,"L'arrêt brutal de ce médicament expose à la réapparition de crises préjudiciables à la mère et à l'enfant à naître. Si une grossesse survient sous traitement, consultez votre médecin : il appréciera le risque éventuel lié à l'utilisation de ce médicament dans votre cas. Des examens particuliers permettent de vérifier l'absence d'anomalie chez l'enfant à naître. Si le traitement est poursuivi jusqu'à l'accouchement, une surveillance médicale du nouveau-né est nécessaire.",Ce médicament passe dans le lait maternel : l'allaitement est déconseillé.
5435,RIXUBIS,,Hémostase - Hématopoïèse - Hémoglobinopathies > Antihémorragiques > Facteurs sanguins de la coagulation,FACTEUR IX DE COAGULATION,,,,,,
5436,RIZATRIPTAN ARROW,MAXALT (comprimé) et de MAXALTLYO (comprimé orodispersible ),Neurologie > Antimigraineux > Traitement de la crise > Agonistes sélectifs des récepteurs 5HT1B/D > Rizatriptan,Antimigraineux,"Adulte de plus de 18 ans et de moins de 65 ans : 1 comprimé lors de l'apparition du mal de tête ; l'effet apparaît après 30 minutes et est maximal après 2 heures. En cas d'insuffisance rénale ou d'insuffisance hépatique, la posologie est plus faible.",,dose maximale est de 2 comprimés par 24 heures,,L'effet de ce médicament pendant la grossesse est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,Ce médicament passe dans le lait maternel. Le risque de toxicité chez le nourrisson n'est pas connu et peut être minimisé en tirant et en jetant le lait dans les 24 heures qui suivent la prise du médicament.
5437,RIVFLOZA,,,,,,,,,
5438,RIVASTIGMINE MYLAN PHARMA,EXELON dispositif transdemique,Classification pharmacothérapeutique VIDAL: Neurologie > Maladie d'Alzheimer et autres démences > Anticholinestérasiques > Voie transdermique : rivastigmine || Classification ATC: SYSTEME NERVEUX > PSYCHOANALEPTIQUES > MEDICAMENTS CONTRE LA DEMENCE > ANTICHOLINESTERASIQUES > RIVASTIGMINE,Voie transdermique : rivastigmine,"Adulte : le timbre doit être gardé 24 heures, puis être remplacé.",,,,,
5439,RIVASTIGMINE SANDOZ,"EXELON 9,5 mg/24 h disp transderm",Classification pharmacothérapeutique VIDAL: Neurologie > Maladie d'Alzheimer et autres démences > Anticholinestérasiques > Voie transdermique : rivastigmine || Classification ATC: SYSTEME NERVEUX > PSYCHOANALEPTIQUES > MEDICAMENTS CONTRE LA DEMENCE > ANTICHOLINESTERASIQUES > RIVASTIGMINE,Voie transdermique : rivastigmine,"Adulte : le timbre est laissé en place 24 heures, puis est remplacé.",,,,,
5440,RIVASTIGMINE ZENTIVA,"EXELON 9,5 mg/24 h disp transderm",Classification pharmacothérapeutique VIDAL: Neurologie > Maladie d'Alzheimer et autres démences > Anticholinestérasiques > Voie transdermique : rivastigmine || Classification ATC: SYSTEME NERVEUX > PSYCHOANALEPTIQUES > MEDICAMENTS CONTRE LA DEMENCE > ANTICHOLINESTERASIQUES > RIVASTIGMINE,Voie transdermique : rivastigmine,"Adulte : le timbre est laissé en place 24 heures, puis est remplacé.",,,,,
5441,RIVASTIGMINE VIATRIS,"EXELON 9,5 mg/24 h disp transderm",Classification pharmacothérapeutique VIDAL: Neurologie > Maladie d'Alzheimer et autres démences > Anticholinestérasiques > Voie transdermique : rivastigmine || Classification ATC: SYSTEME NERVEUX > PSYCHOANALEPTIQUES > MEDICAMENTS CONTRE LA DEMENCE > ANTICHOLINESTERASIQUES > RIVASTIGMINE,Voie transdermique : rivastigmine,"La dose initiale est faible. Elle est augmentée progressivement par le médecin en fonction de la tolérance au traitement. La dose maximale recommandée est de 6 mg, 2 fois par jour.",,"dose maximale recommandée est de 6 mg, 2 fois par jour",2 fois par jour,,
5442,RIVAROXABAN ZYDUS,XARELTO 20 mg cp pellic,Hémostase - Hématopoïèse - Hémoglobinopathies > Antithrombotiques > Inhibiteur du facteur Xa > Rivaroxaban,RIVAROXABAN,,,,,,
5443,RIVASTIGMINE ARROW,"EXELON 9,5 mg/24 h disp transderm",Classification pharmacothérapeutique VIDAL: Neurologie > Maladie d'Alzheimer et autres démences > Anticholinestérasiques > Voie transdermique : rivastigmine || Classification ATC: SYSTEME NERVEUX > PSYCHOANALEPTIQUES > MEDICAMENTS CONTRE LA DEMENCE > ANTICHOLINESTERASIQUES > RIVASTIGMINE,Voie transdermique : rivastigmine,"La dose initiale est faible. Elle est augmentée progressivement par le médecin en fonction de la tolérance au traitement. La dose maximale recommandée est de 6 mg, 2 fois par jour.",,"dose maximale recommandée est de 6 mg, 2 fois par jour",2 fois par jour,,
5444,RIVASTIGMINE BIOGARAN,"EXELON 9,5 mg/24 h disp transderm",Classification pharmacothérapeutique VIDAL: Neurologie > Maladie d'Alzheimer et autres démences > Anticholinestérasiques > Voie transdermique : rivastigmine || Classification ATC: SYSTEME NERVEUX > PSYCHOANALEPTIQUES > MEDICAMENTS CONTRE LA DEMENCE > ANTICHOLINESTERASIQUES > RIVASTIGMINE,Voie transdermique : rivastigmine,"Adulte : le timbre est laissé en place 24 heures, puis est remplacé.",,,,,
5445,RIVASTIGMINE EG,"EXELON 9,5 mg/24 h disp transderm",Classification pharmacothérapeutique VIDAL: Neurologie > Maladie d'Alzheimer et autres démences > Anticholinestérasiques > Voie transdermique : rivastigmine || Classification ATC: SYSTEME NERVEUX > PSYCHOANALEPTIQUES > MEDICAMENTS CONTRE LA DEMENCE > ANTICHOLINESTERASIQUES > RIVASTIGMINE,Voie transdermique : rivastigmine,"Adulte : le timbre doit être gardé 24 heures, puis être remplacé.",,,,,
5446,RIVASTIGMINE EG LABO,"EXELON 9,5 mg/24 h disp transderm",Classification pharmacothérapeutique VIDAL: Neurologie > Maladie d'Alzheimer et autres démences > Anticholinestérasiques > Voie transdermique : rivastigmine || Classification ATC: SYSTEME NERVEUX > PSYCHOANALEPTIQUES > MEDICAMENTS CONTRE LA DEMENCE > ANTICHOLINESTERASIQUES > RIVASTIGMINE,Voie transdermique : rivastigmine,"Adulte : le timbre est laissé en place 24 heures, puis est remplacé.",,,,,
5447,RIVAROXABAN KRKA,XARELTO 20 mg cp pellic,Hémostase - Hématopoïèse - Hémoglobinopathies > Antithrombotiques > Inhibiteur du facteur Xa > Rivaroxaban,RIVAROXABAN,,,,,,
